Id;PosPrel;Posdep;Priorita;TipoMissione;Generata;Fine;Esito;Iniziata;Prelevato;Tempo;Agv;IdArtUdc;IDUDC;CodTipoMovimento;Codicearticolo;PosPrelCliente;PosDepCliente;TabellaPrelievo;TabellaDeposito;HPrel;HDep;BatteriaIniziale;BatteriaFinale;CodTipoMissione;EvitaAgv;Peso;IdCentroMissioni;PianoPrel;PianoDep;CodUDC;NomePosPrel;NomePosDep;Risposta_Agvx;PosInputPLC_Prel;PosInputPLC_Dep;LatoPrel;LatoDep;LatoForchePrel;LatoForcheDep;NodoPassaggioDep;NodoPassaggioPrel;trimrisposta_agvx;
2151;1404;3;1;0;29/07/2021_13:47:35;;CREATE;;;;0;0;160;0;;804-03-00-1;O-02-00-1;1;1;400;450;;;;0;;2518;1;1;804-03-00-1_________;804-03-00-1;O-02-00-1;ERR_:_7_posizione_prelievo_o_deposito_non_esistenti_________________________________________________;0;2;2;2;2;2;0;1404;ERR_:_7_posizione_prelievo_o_deposito_non_esistenti;
